10:26:13.828 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:26:46.556 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionProjectModelExtensionsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:46.556 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionProjectModelExtensionsContainer" time=0ms
10:26:46.556 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionProjectModelExtensionsContainer"  time=0ms
10:26:46.564 |V| LevelDbMapStats               | :1                 | Sid 851297666: 'SolutionBuilderRequestDataStorage::ReceivedMessages'
10:26:46.683 |V| ComponentStorage              | :1                 | SolutionFeatureParts created
10:26:46.684 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionFeatureParts”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:46.716 |V| PreProcessingDirectiveCache   | :1                 | Invalidating PreProcessingDirectiveCache. Reason: Application version changed
10:26:46.805 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionFeatureParts" time=119ms
10:26:46.805 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionFeatureParts]"  value=119ms
10:26:46.805 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionFeatureParts"  time=121ms
10:26:46.881 |V| LevelDbMapStats               | :1                 | Sid 273356373: 'TargetPlatformCache'
10:26:47.317 |V| LevelDbMapStats               | :1                 | Sid 1203434689: 'SearchResultCaches.Descriptors'
10:26:47.346 |V| ComponentStorage              | :1                 | IntellisenseParts created
10:26:47.347 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: IntellisenseParts”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:47.376 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.IntellisenseParts" time=28ms
10:26:47.376 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[IntellisenseParts]"  value=28ms
10:26:47.376 |V| ComponentStorage              | :1                 | <Measured> "Compose: IntellisenseParts"  time=29ms
10:26:47.411 |V| LevelDbMapStats               | :1                 | Sid 1694211001: 'PersistentProjectModelElementProperties.IsGeneratedCode'
10:26:47.507 |V| SuppressDaemonUntilConfigFilesProcessed| :1                 | Daemon & SWA suppressed until config files are processed
10:26:47.507 |V| DaemonSuppressor              | :1                 | Daemon is suppressed, processing config files
10:26:47.595 |V| SettingsLogging               | JetPool(S) #1:14   | SettingsChangeDispatch: now dispatching 83 unique requests.
10:26:47.853 |V| LevelDbMapStats               | :1                 | Sid 1668656016: 'PsiModuleAttributesCache.JetBrains.Annotations.RazorImportNamespaceAttribute'
10:26:48.027 |V| FileSystemWildcardChangeTracker| :1                 | STV.Started `FileSystemWildcardChangeTracker` in separate thread
10:26:48.073 |V| SettingsLogging               | .NET ThreadPool Worker:37 | SettingsChangeDispatch: done dispatching 83 unique requests in 477 ms.
10:26:48.073 |V| SettingsLogging               | .NET ThreadPool Worker:37 | SettingsChangeDispatch: now dispatching 1 unique requests.
10:26:48.151 |I| RiderFlowApplicationStateActivator| :1                 | IsEnabled = False
10:26:48.152 |I| RiderFlowApplicationStateActivator| :1                 | IsApplicationActive = False
10:26:48.152 |I| RiderFlowApplicationStateActivator| :1                 | IsEnabled = True
10:26:48.155 |I| RiderFlowApplicationStateActivator| :1                 | IsApplicationActive = True
10:26:48.160 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/APIUpdater
10:26:48.160 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/Artifacts
10:26:48.161 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/ShaderCache
10:26:48.161 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/StateCache
10:26:48.161 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/TempArtifacts
10:26:48.161 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Temp
10:26:48.171 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionContainer" time=5627ms
10:26:48.171 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionContainer]"  value=5627ms
10:26:48.172 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionContainer"  time=5648ms
10:26:48.179 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/.vs
10:26:48.179 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/.git
10:26:48.179 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/.idea
10:26:48.225 |V| PackageManager                | :1                 | <Start> "GetPackages" 
10:26:48.226 |V| PackageManager                | :1                 | Getting packages from packages-lock.json
10:26:48.406 |V| PackageManager                | :1                 | <Finish> "GetPackages"  report=[50 packages] time=181ms
10:26:48.407 |V| PackageManager                | :1                 | <Start> "UpdatePackages" 
10:26:48.423 |V| PreProcessingDirectiveCache   | :1                 | Invalidating PreProcessingDirectiveCache. Reason: Packages updated
10:26:48.427 |V| PackageManager                | :1                 | <Finish> "UpdatePackages"  time=20ms
10:26:48.428 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:26:48.441 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:26:48.447 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.StatusBarMessenger+MyAsyncCommitClient, no delay
10:26:48.578 |I| UnityProtocolControllerFixed  | :1                 | RiderFlow protocol port 55046
10:26:48.583 |V| ClientSocket-UnityClient-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:26:48.588 |V| Client                        | ClientSocket-UnityClient-Receiver:59 | ClientSocket-UnityClient : started
10:26:48.589 |V| Client                        | ClientSocket-UnityClient-Receiver:59 | ClientSocket-UnityClient: connecting to 127.0.0.1:55046.
10:26:48.593 |V| Client                        | ClientSocket-UnityClient-Receiver:59 | ClientSocket-UnityClient : connected
10:26:48.594 |V| ClientSocket-UnityClient-Sender| ClientSocket-UnityClient-Receiver:59 | RESUME :: state=AsyncProcessing
10:26:48.613 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:48.613 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:48.616 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:48.616 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:48.619 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:48.669 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Initializing PsiFilesCache buckets'
10:26:48.676 |I| UnityProtocolControllerFixed  | :1                 | WireConnected.
10:26:48.676 |V| SettingsLogging               | .NET ThreadPool Worker:41 | SettingsChangeDispatch: done dispatching 1 unique requests in 603 ms.
10:26:48.676 |V| SettingsLogging               | .NET ThreadPool Worker:41 | SettingsChangeDispatch: now dispatching 0 unique requests.
10:26:48.676 |V| SettingsLogging               | .NET ThreadPool Worker:41 | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
10:26:48.777 |V| SettingsLogging               | JetPool(S) #1:14   | SettingsChangeDispatch: now dispatching 0 unique requests.
10:26:48.777 |V| SettingsLogging               | JetPool(S) #1:14   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
10:26:48.826 |I| RiderSolutionLoadProgress     | :1                 | Execute task [InitialSynchronizeSolution] 'Restore project marks'
10:26:48.826 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Initial.Solution.Sync"  value=6445ms
10:26:48.833 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:26:48.834 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.StatusBarMessenger+MyAsyncCommitClient, JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:26:48.837 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:26:48.838 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.StatusBarMessenger+MyAsyncCommitClient
10:26:48.840 |I| RiderSolutionLoadProgress     | :1                 | Execute task [InitialSynchronizeSolution] 'Update project model for projects'
10:26:48.842 |V| SolutionHostSync              | :1                 | Update project model for project 'Assembly-CSharp'
10:26:48.848 |V| SolutionHostSync              | :1                 | Update project Assembly-CSharp [descriptor = Assembly-CSharp, parent = NULL]
10:26:49.123 |V| SolutionHostSync              | :1                 | Update project model for project 'JetBrains.Frontend.2021.2'
10:26:49.123 |V| SolutionHostSync              | :1                 | Update project JetBrains.Frontend.2021.2 [descriptor = JetBrains.Frontend.2021.2, parent = NULL]
10:26:49.148 |V| SolutionHostSync              | :1                 | Update project model for project 'Assembly-CSharp-Editor-firstpass'
10:26:49.148 |V| SolutionHostSync              | :1                 | Update project Assembly-CSharp-Editor-firstpass [descriptor = Assembly-CSharp-Editor-firstpass, parent = NULL]
10:26:49.149 |V| SolutionHostSync              | :1                 | Update project model for project 'JetBrains.Frontend.2019.4'
10:26:49.149 |V| SolutionHostSync              | :1                 | Update project JetBrains.Frontend.2019.4 [descriptor = JetBrains.Frontend.2019.4, parent = NULL]
10:26:49.150 |V| SolutionHostSync              | :1                 | Update project model for project 'JetBrains.Frontend.2020.2'
10:26:49.150 |V| SolutionHostSync              | :1                 | Update project JetBrains.Frontend.2020.2 [descriptor = JetBrains.Frontend.2020.2, parent = NULL]
10:26:49.151 |I| RiderSolutionLoadProgress     | :1                 | Execute task [InitialSynchronizeSolution] 'Validate project model'
10:26:49.152 |I| RiderSolutionLoadProgress     | :1                 | Execute task [InitialSynchronizeSolution] 'Schedule throwing initial change'
10:26:49.242 |V| LevelDbMapStats               | :1                 | Sid 1936146853: 'SettingsAssembliesService'
10:26:49.268 |V| LevelDbMapStats               | :1                 | Sid 1936146853: 'SettingsAssembliesService'
10:26:49.434 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.435 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Preparing.Psi"  value=608ms
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.437 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'ExternalChangeProcessor.StartProcessingFileSystemChanges'
10:26:49.438 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionStructureReady] 'View projects'
10:26:49.439 |I| RiderSolutionLoadProgress     | :1                 | Execute task [FireProjectItemsAdded] 'AssemblyInfoCache::Load'
